key,visitor_id,call_id,chat_id,external_id,form2lead_id,tickets_id
"event:666263","i1v","call_uupod","chat_5ohw0","ext_imdj1","f2l_onekk","ticket_m7gfk"
"event:254160","w6f","","chat_323f0","","f2l_ky818",""
"event:477554","zfz","call_7keia","chat_h57he","ext_bez2y","f2l_h0b1e",""
"event:681172","oef","call_00gho","chat_3fwwr","ext_bw8xz","f2l_s7j4t","ticket_7kx5m"
"event:237117","xl9","call_s02pt","chat_wofk0","ext_g7dzs","f2l_oku5v","ticket_cch3w"
"event:24415","n76","call_kfmso","chat_1xr9t","","f2l_p67di",""
"event:601718","p4r","call_wmw78","chat_y0osl","ext_pl2hl","f2l_5e537","ticket_pgcpx"
"event:649594","vud","call_euq7g","","ext_vzitp","f2l_c421z",""
"event:377924","7l5","call_n306b","chat_fcsn2","","","ticket_6olde"
"event:790686","h3r","call_m9dt9","","ext_kvl5r","f2l_pgog8",""
"event:842118","g1f","call_27x91","chat_cdsji","ext_oxrzl","f2l_ozopw",""
"event:56025","m2b","call_hi0i3","chat_h14rm","ext_ylkj4","f2l_s18k5","ticket_jtjrk"
"event:703581","y6x","","chat_dweho","ext_ja8hv","",""
"event:527190","x3l","","chat_3pog6","ext_nfi6u","","ticket_aeaaz"
"event:514475","6hv","","","ext_wrz8m","f2l_amibn",""
"event:822101","vir","call_si19n","","","","ticket_zjdpl"
"event:699852","hk5","call_lw875","","ext_448fk","f2l_rq73w","ticket_a8rtq"
"event:439141","eow","","chat_wqdfq","ext_a6qai","f2l_vibj3","ticket_x0s8e"
"event:916822","jmj","call_9hfuq","chat_87utp","ext_3bymc","f2l_joukc",""
"event:835666","8ul","","chat_u6vgd","ext_nuz72","f2l_27fje",""
"event:629538","p8a","call_ilktg","","ext_vd5sy","f2l_kpnlg",""
"event:254813","98b","call_2e349","","","f2l_s4dkg",""
"event:661113","ews","call_hf9pv","","ext_2iqo9","f2l_bx5fl","ticket_jjn1i"
"event:617967","eto","call_h34ky","","ext_d4ac1","f2l_ey9jx","ticket_smmiv"
"event:985878","l1z","call_0wjqj","","","f2l_p85zo","ticket_oq7sz"
"event:98304","tar","call_o7j0b","chat_fj5rk","ext_4lgrh","f2l_84q35","ticket_2fp37"
"event:155149","152","call_ddsye","","ext_6vsdu","",""
"event:186196","zb8","call_w5cu5","chat_mpl87","ext_kcqqk","","ticket_qdc83"
"event:245376","388","","chat_gez5n","ext_a31gc","f2l_fzu3c","ticket_not0i"
"event:977234","5gm","","chat_bfoy7","","f2l_a7q1f",""
"event:324187","3o0","call_ikjiy","chat_7pvrr","","f2l_0e7xt","ticket_vkzw7"
"event:294760","qiq","call_f7pv1","chat_1ksce","","f2l_48vpm",""
"event:711775","bqh","","chat_2zfom","ext_6df14","",""
"event:828492","njc","call_3rw29","chat_m1s88","","f2l_mxp6w",""
"event:689420","rqq","call_0rfnn","","ext_jtdlc","f2l_odhbx","ticket_57lsz"
"event:445553","agh","","chat_jfbpg","ext_4j59q","","ticket_un8o1"
"event:669789","xis","call_qyc84","chat_t7jgs","ext_omz6v","f2l_aazzf",""
"event:673521","e3g","","chat_1kgji","ext_k9ive","f2l_1j4mc",""
"event:994417","81u","call_bljq1","","ext_q7kdh","f2l_jsdz0","ticket_w33ku"
"event:430375","e4o","call_cu2yy","chat_f8r99","ext_mj1yi","","ticket_07jab"
"event:333754","bh0","call_9g9ji","chat_98gys","ext_o7oiv","f2l_v04bz","ticket_rq9zo"
"event:160545","6wc","call_s6ywc","chat_j3tyb","ext_zbc8t","","ticket_f0rwm"
"event:817627","yyq","","chat_s02h7","ext_36o6c","","ticket_o1r7i"
"event:456132","wtk","","chat_k2utx","ext_u1dqq","f2l_ixok4","ticket_x4bpa"
"event:921341","zpk","","chat_4i0ql","","",""
"event:620491","or4","","","","f2l_uoc0z","ticket_sidsg"
"event:906861","wjc","call_pdvpa","chat_au2gs","ext_ss1xu","f2l_1r13b","ticket_zf8ml"
"event:923972","z0z","","chat_lafy4","ext_6f2el","",""
"event:359091","1yj","","chat_hl8wc","ext_ullv6","","ticket_j1cvp"
"event:858243","mgm","","chat_i04wi","ext_fio2l","f2l_6pq47","ticket_m0ocy"
"event:894296","drh","","","ext_3mfic","f2l_ifyp3","ticket_e4bqr"
"event:773136","rxn","call_qbgzt","","ext_mtjg8","f2l_126o1","ticket_5u4sh"
"event:966763","dbo","call_1cx1e","","","f2l_9rey3",""
"event:29727","2c4","","","ext_rmr7s","f2l_435cy","ticket_zd9zo"
"event:34254","4jo","","chat_4zjlw","ext_8e6t6","","ticket_y4t0u"
"event:602166","g83","call_cljgu","chat_t64wh","","f2l_jkzsl",""
"event:371111","a4w","call_wn5ls","chat_72dkx","ext_lupla","",""
"event:550467","68r","","chat_7pmh0","","f2l_d7aw8","ticket_3siuu"
"event:764160","me4","call_pxwl7","","ext_hwgsx","f2l_6ke41","ticket_4zikd"
"event:887828","wdv","call_8yhq4","chat_ht9mu","ext_9ue2p","","ticket_3g8i5"
"event:599627","j9c","","chat_frfgh","","f2l_pmlkv","ticket_bej9d"
"event:136188","cb2","","","ext_cbk3i","f2l_2ba46","ticket_bxo8r"
"event:390146","ds7","","","","f2l_5zg13","ticket_hf2fv"
"event:218620","ew5","call_6wrx2","chat_yn5jf","ext_oa9xk","","ticket_6ugpp"
"event:374171","mfv","call_8k4hv","","ext_n2ycc","f2l_ua6dw","ticket_hl2pp"
"event:32431","fj8","call_23rli","chat_nv4no","ext_rx2zk","f2l_43uow","ticket_8rqfi"
"event:832085","tks","call_zj5xk","chat_4s9vf","ext_eksqb","f2l_8xvmt","ticket_08e11"
"event:465191","pf1","call_225v5","chat_us2hu","ext_sae76","f2l_ca9tk","ticket_qqeqq"
"event:725089","vtf","","chat_3u6p2","","f2l_lc08i",""
"event:533589","e7u","call_2y7ul","","ext_7i8d1","f2l_rho6s","ticket_l6t7w"
"event:941458","jbd","call_1nmev","","ext_zagkh","f2l_bf20o","ticket_05r02"
"event:149401","hcb","call_vlqft","","ext_tl8bh","","ticket_ggvpl"
"event:952154","i1a","","","ext_u0269","f2l_8qs06",""
"event:889622","gpd","call_f264z","chat_aulyo","ext_t580p","f2l_1sxdr",""
"event:907239","ki6","call_gxr9d","chat_wod95","ext_wqpe2","f2l_llcf7","ticket_nmpda"
"event:570253","j82","","","","","ticket_co5pk"
"event:160861","47i","call_6g9el","chat_xpol9","","f2l_unqgs",""
"event:156400","fh3","call_h6iz9","","ext_94qmj","f2l_hjy20","ticket_rshvd"
"event:787171","jom","call_sa92f","chat_hd3lc","ext_opcz2","f2l_9kvoq",""
"event:169966","2r2","call_kwen4","","ext_xjxjk","f2l_irupb",""
"event:963862","eqp","","chat_3wthb","ext_mk9cm","",""
"event:316380","9dj","call_00aec","","ext_o4thl","f2l_598c1","ticket_6qgo5"
"event:548603","88v","call_021m0","","","","ticket_qs3s0"
"event:824134","euv","","","ext_rf8ez","f2l_s20js",""
"event:88985","73a","call_w4djs","","","",""
"event:900711","3us","call_wz513","","ext_na2ip","f2l_qky96","ticket_9yy3r"
"event:181747","hb1","","","","",""
"event:959790","y6e","","chat_af69j","ext_hjia3","",""
"event:922871","pax","","chat_l1koh","","","ticket_ra4iz"
"event:829947","sy7","call_82lhj","chat_2qcsc","ext_vo5b9","f2l_nezuc","ticket_s3b7a"
"event:427492","j9f","","chat_0zujm","","f2l_84yc8",""
"event:484750","e2g","call_pipah","chat_vge0l","ext_f0vcm","f2l_qu4ja","ticket_u304x"
"event:398903","myv","","chat_wsg7x","ext_aoizf","f2l_5ohng",""
"event:960236","9li","","","ext_xh13v","",""
"event:432291","2bh","call_m7kpt","","ext_litfq","f2l_0n64i","ticket_19vty"
"event:37805","awf","call_nkjfs","chat_c9i1g","ext_mn2a6","",""
"event:311265","i83","call_lw8r3","chat_xi4sq","ext_ifdeb","f2l_581u7","ticket_6hmn4"
"event:812826","qy8","call_dvnnq","chat_e61wo","","","ticket_yi1np"
"event:94404","zew","","chat_qtbub","ext_qkpvs","f2l_irrgf",""
"event:8755","ivv","call_r1qv9","chat_lzboa","ext_hf6rz","","ticket_4vvf9"
"event:810493","lfj","","chat_i5o51","ext_np8mb","","ticket_m3v9i"
"event:64153","iw1","call_yqo5j","","","",""
"event:858832","wm8","call_cc02s","","ext_uwor3","f2l_f9bwc","ticket_6of4s"
"event:876453","fng","call_s5n78","chat_dk2xb","ext_i3x0q","f2l_tkg4t","ticket_vhvet"
"event:831069","67s","","chat_qe5ih","","",""
"event:22730","9ln","call_igt0g","chat_s26ni","","f2l_wipb2",""
"event:888148","9x4","call_kzjz3","chat_tv3eh","ext_bemwp","f2l_6wkr5","ticket_6d6ut"
"event:769558","e1l","","chat_c5gcw","ext_84p54","f2l_bd8ot",""
"event:409258","v69","","chat_63k6c","","",""
"event:791990","7ml","call_ap9tz","","ext_aobo9","f2l_71u20","ticket_f1h6r"
"event:706399","sta","","chat_me89h","ext_v1xo1","f2l_vmmfq","ticket_mh8wf"
"event:85643","j3k","call_yzcmt","chat_hjmae","ext_0b77c","","ticket_c3t7g"
"event:445526","88d","","","","f2l_89rog","ticket_1c1nq"
"event:7332","7nf","call_asff4","","ext_5dn9n","f2l_xdm3o",""
"event:18302","wb2","","","ext_fen3n","",""
"event:859285","mqo","call_uighn","chat_46lrc","","","ticket_rb13w"
"event:615917","9vz","","chat_t9g8f","ext_tyb7s","f2l_lw3qj","ticket_fsfd7"
"event:13446","q96","call_gu7vo","chat_yymcd","ext_v8qi3","",""
"event:143283","o96","","chat_6pfso","","","ticket_kf8ah"
"event:389787","kee","call_k9ial","","","f2l_a3gbp",""
"event:862765","uqq","","chat_2ha2g","ext_a3ssn","f2l_kaafr","ticket_3z7dd"
"event:716245","zbz","","","ext_t1p53","","ticket_754zo"
"event:873226","fjf","","","ext_jf1bt","",""
"event:740211","mxi","","chat_88nua","ext_6kauf","f2l_8df5i","ticket_mmsm2"
"event:880951","5zs","call_9a225","chat_65su6","ext_xqic6","f2l_5rnxh","ticket_oeds7"
"event:298585","gc9","call_fb8u2","chat_6mqb5","","f2l_7dzhz","ticket_pasa6"
"event:619692","b87","call_im2te","","ext_gzfq1","f2l_yz0vk","ticket_xxoea"
"event:414950","ieb","call_in5vs","chat_3y0iv","ext_uhq58","f2l_gkff8","ticket_6nhbo"
"event:429367","6qz","call_vkcrs","chat_l9bop","","","ticket_3rdo9"
"event:37127","jy9","","chat_nc780","ext_1rkf2","f2l_4h70p","ticket_e7t4j"
"event:909549","puw","","","ext_5rdjg","f2l_fq7cz","ticket_ow9l8"
"event:508177","geg","call_2e67e","chat_kixv6","ext_qjtip","f2l_tp67j","ticket_az0ur"
"event:424212","t21","","chat_fh1jo","","f2l_61wbg","ticket_055ag"
"event:975704","f6z","","chat_sjhxe","ext_0td5x","f2l_ax83j",""
"event:179298","y8e","call_cptpg","chat_lsnta","ext_f8egv","f2l_rto3m","ticket_4as6y"
"event:488611","yp2","","","","","ticket_uojh4"
"event:396045","f2k","call_rik3j","chat_2agf8","","","ticket_met9v"
"event:621416","p52","call_leva2","","","f2l_oq9hr","ticket_1507x"
"event:796007","ry6","","chat_amxng","","f2l_yy7xa","ticket_dd5qj"
"event:11898","rrk","","","","f2l_gudtg","ticket_hs2tn"
"event:630600","dfb","call_3zzg0","chat_a5i04","","f2l_3tnfn","ticket_s0j5t"
"event:825667","wej","call_26cmf","","ext_ueoza","f2l_vnfc8","ticket_l7lzt"
"event:209457","g9m","call_jfier","chat_6vod1","ext_bgem2","","ticket_eqbj6"
"event:720359","ylv","call_onjs8","chat_lp6d8","ext_0x7sj","f2l_4rki8",""
"event:13610","iiu","call_yh15r","","","f2l_smor9","ticket_qgyoy"
"event:880013","z1c","","","ext_31rf8","f2l_c3vnj","ticket_xz914"
"event:712777","b5k","call_ehouv","chat_ivv1m","ext_u1vg8","f2l_1l4tc",""
"event:862861","546","","","","f2l_lwxi6","ticket_2rn7i"
"event:377393","4e1","","","ext_zu3ah","f2l_sl0ye","ticket_8ao8x"
"event:423902","9w9","call_22hwr","chat_hhzau","ext_m692k","",""
"event:439749","jko","call_jjcj9","chat_jgdpb","ext_6u9bp","f2l_ksi9u","ticket_o431a"
"event:740621","0q4","call_nqfyy","chat_1jeqo","ext_32w5c","","ticket_s9ryf"
"event:298179","utn","call_jd3en","chat_3n44m","","","ticket_aw1ms"
"event:715919","mhy","call_oz2xq","chat_r2fl1","ext_oh22r","f2l_gsrfj","ticket_157lp"
"event:646383","dv4","call_aqne7","chat_rhaqa","","","ticket_n909c"
"event:719157","9o8","call_w0led","chat_brdp1","ext_lfqzc","",""
"event:150419","68l","","chat_on2ar","ext_uk7lb","f2l_znc64","ticket_q4e0e"
"event:328773","epc","call_cuzie","chat_ly605","","f2l_hu2e7","ticket_p1ku5"
"event:319745","4y7","","chat_0nqkc","ext_voy8r","f2l_pipd7","ticket_77r6u"
"event:400921","ucb","","chat_y5phn","ext_0kyzs","f2l_yefpu",""
"event:414997","6z1","call_rmonl","chat_7dozs","ext_1j6qc","f2l_3usqx","ticket_wrfcw"
"event:936653","sl5","call_4ysi0","chat_1q3ty","ext_hg5y7","f2l_tdy8k","ticket_99qta"
"event:249716","7tw","call_o2mkg","","ext_vkfx8","f2l_ytqta",""
"event:685834","642","","chat_1i5zx","ext_yylur","f2l_duwu8","ticket_1rs2k"
"event:680956","q6j","call_25s5w","chat_q0h4h","ext_y6rgk","f2l_5swcd","ticket_whbwl"
"event:915451","bkl","call_1hn86","chat_zhgps","ext_wxgp4","f2l_c29sz",""
"event:378075","v96","","chat_276z8","ext_a5u9z","f2l_q02a8","ticket_zs59r"
"event:480040","oyc","call_ufpg7","","","f2l_yn62l","ticket_kt7jz"
"event:336804","arm","","","","f2l_bluuc","ticket_dg6ck"
"event:263244","vu7","call_v1we3","chat_cavsv","ext_kuqhu","f2l_ibddk","ticket_3j0gm"
"event:303696","dkr","","","ext_1cuio","",""
"event:668023","dqh","call_vj07n","chat_mnqb8","ext_p3cfd","f2l_srwko","ticket_ouqxu"
"event:853495","bgp","","","ext_t62jq","f2l_dfhln","ticket_4g3qv"
"event:654850","4au","call_mwqhw","","ext_tb6nc","","ticket_a8nk2"
"event:404691","6zi","call_fd9ti","chat_yxq2n","","","ticket_vfgiu"
"event:112422","r9j","call_faq8t","chat_qyryz","ext_km8ql","f2l_n2bpy","ticket_297zf"
"event:462827","ezo","call_7kvyj","chat_ielzn","ext_0oj7i","","ticket_bolzo"
"event:150790","c49","call_1ix49","chat_pueg5","","f2l_mt4sd","ticket_p9doi"
"event:218193","rkx","call_jz6ps","","","","ticket_0takq"
"event:433708","3zo","call_7q5ht","chat_b9dzi","ext_i8skw","","ticket_tsl46"
"event:694734","56r","call_ktiz2","chat_i8gko","","f2l_0phhb",""
"event:638139","pkn","call_yl511","","","f2l_zsg0w",""
"event:802696","o3f","call_dakad","","","f2l_sl3oa","ticket_pmxky"
"event:229946","gzm","","chat_902j5","ext_grr5o","f2l_yo5er","ticket_182zp"
"event:456006","m81","call_20obs","chat_nyun2","ext_p2ke1","","ticket_6fxfz"
"event:734089","eyd","call_395ot","","","f2l_7dfy0","ticket_w40b5"
"event:524878","wvt","","chat_gmvdx","ext_iu99a","f2l_vkcaf","ticket_a3d3f"
"event:336501","ve6","call_16r2r","","","f2l_74b0c",""
"event:131957","c5i","","chat_4gcj2","ext_bprs4","f2l_qndoj",""
"event:431258","fc1","","","ext_7gi33","","ticket_kihs6"
"event:707873","vnm","call_q25wy","chat_sy7ch","","f2l_padiz","ticket_m2b7o"
"event:848953","p4e","call_fmzw2","chat_5a9u9","ext_5gi68","f2l_dy4a2","ticket_r3i2e"
"event:636208","3ym","call_r46d2","","ext_oqlb6","f2l_esbvc","ticket_vctx0"
"event:620475","z1g","","chat_9v01f","ext_59k0m","f2l_7gaxf","ticket_7emqv"
"event:381057","l5s","call_4gj8h","","ext_pgrch","f2l_r1iso","ticket_0hkxo"
"event:464932","lzd","call_4usmb","chat_dcu2s","ext_xx1ep","f2l_4nsvb","ticket_cc2wy"
"event:46379","fcm","call_3ypok","","ext_yh14a","",""
"event:753221","xci","call_62hh2","chat_cjnoh","ext_1f2h9","",""
"event:907009","o0e","call_8mnlp","","","f2l_3kjf6","ticket_gs961"
"event:395399","jm6","call_cbv0j","chat_5cp57","ext_7rulk","f2l_7196r","ticket_nzv40"
"event:205768","z0k","","chat_bw4dd","","f2l_r0jv3","ticket_uaal9"
"event:306599","12g","","","ext_ncjyy","f2l_de8fu","ticket_wremi"
"event:676106","6gi","","chat_tbfs3","ext_7v9m9","f2l_nl227","ticket_12w8l"
"event:59418","po8","call_nq8n7","chat_zn8jj","ext_kvytn","f2l_5wp1z","ticket_pd1k3"
"event:729291","hl7","call_g5shf","chat_1h6dj","ext_flx4v","","ticket_rnuo3"
"event:811378","56r","call_1scm4","","","f2l_ju0cw","ticket_5ucgc"
"event:951476","fkh","call_3k9xq","chat_ac6v9","ext_gijin","f2l_c7iyi",""
"event:866951","90r","call_99b6w","chat_nthip","","","ticket_5lzds"
"event:931655","xrp","call_hvxok","chat_plkg3","","f2l_y70e9",""
"event:732841","fsl","","chat_lxulx","ext_17uzd","","ticket_2d6e1"
"event:346994","myq","","chat_ph8rv","ext_scly6","f2l_okata","ticket_tjs5e"
"event:560522","c9h","call_0sahk","chat_w5nv2","","f2l_ixa6z","ticket_eommn"
"event:908150","ags","call_lyv9a","chat_glmu9","","","ticket_sp61m"
"event:151439","6dy","call_v8n12","chat_zpljv","","f2l_kskwe","ticket_u3d1l"
"event:631873","kmm","call_ez371","chat_btlpr","ext_m50xy","f2l_rpl2c","ticket_b7p9r"
"event:6264","b1u","call_voqee","chat_76dlw","ext_3wgdf","","ticket_o6937"
"event:665613","lm0","call_d6qmy","","ext_psj21","f2l_9s01w",""
"event:691406","73r","call_bn56n","chat_kleqp","","f2l_t2af2",""
"event:134072","6ba","call_hy5bx","","ext_4dvo0","","ticket_03u44"
"event:342402","dzg","call_s64js","","ext_i1l1x","f2l_8goba",""
"event:19109","v63","call_18pyk","","ext_3bqt1","f2l_u49tm","ticket_9zbzx"
"event:410888","9ca","call_w316w","chat_mv0ge","","f2l_z294p","ticket_rodj3"
"event:558455","e5f","","chat_1ucci","ext_or2lu","f2l_nmuxa","ticket_4btu7"
"event:982122","zaz","","chat_jga8x","ext_kkxpt","f2l_1b0xb","ticket_3nyhq"
"event:272640","ogc","call_dx0su","chat_auqi4","","",""
"event:451970","ij6","call_agdbb","chat_gghgv","","f2l_jhpkk","ticket_u0mv6"
"event:531472","vzw","call_wzsnk","chat_l8xl5","ext_ub8kv","f2l_rf9nc","ticket_82trs"
"event:955863","aha","call_1l5sh","chat_2zwag","ext_xvh7f","f2l_zcs93","ticket_8i522"
"event:468435","la8","call_go67n","chat_6355g","ext_h2fpc","f2l_kc7im","ticket_x8yhk"
"event:972858","adj","call_4g4zd","chat_xehkc","ext_0reym","f2l_0nq5y",""
"event:770144","hzl","call_n0yso","chat_98gse","","f2l_y7tr4","ticket_67lf9"
"event:134292","4p4","call_qa1h4","chat_v9h0x","ext_9hdhl","f2l_jtxg8","ticket_ye1pl"
"event:879852","w36","call_s16qf","chat_y6zri","ext_unb53","f2l_j5bv8",""
"event:46732","z5p","call_bev0j","chat_h12sg","ext_koqne","f2l_bxqxd","ticket_998je"
"event:121802","o1l","","","ext_8p9hn","f2l_5t9sh","ticket_bglb6"
"event:923194","444","call_av4n7","","ext_f7s49","","ticket_2g59u"
"event:470346","pye","","chat_nxd04","","f2l_aed3z","ticket_g5gyb"
"event:751816","fwo","call_nt0pt","chat_ucv16","ext_nzsc2","","ticket_dlkjh"
"event:712984","lb7","call_y1k8b","chat_j7nwc","","f2l_mj7z2","ticket_5ywbr"
"event:587124","jg5","call_7isil","chat_hapz3","ext_xkou2","f2l_65881",""
"event:999118","7nz","","chat_922mb","","f2l_hcu0e","ticket_yhikb"
"event:533768","ka6","call_4w55s","chat_rflws","ext_s4y6g","","ticket_ebs91"
"event:85769","ba2","","chat_cpirl","ext_0jko5","","ticket_q617v"
"event:95099","3r0","","chat_ycedl","","f2l_0hsyt","ticket_vferb"
"event:711325","0do","call_mf5mz","","ext_8y1h1","","ticket_ae678"
"event:20449","6mh","","chat_1redz","ext_uthu9","f2l_y8hot",""
"event:245525","sig","","","ext_heobx","f2l_j3s84",""
"event:218867","dvk","call_4h87x","chat_zre0z","ext_a6qf5","f2l_359eg","ticket_tbx7n"
"event:983130","gbx","call_2w4cx","chat_2q7a9","ext_rxjxs","f2l_1jryh",""
"event:73188","p84","call_xnb24","chat_povpv","ext_iecfd","f2l_0c1c4","ticket_nvor1"
"event:693198","kgi","call_716t9","chat_p92qo","ext_1x4di","f2l_5s81x","ticket_hc5mo"
"event:939763","uel","call_bvjrc","chat_bm3vu","ext_kf7n3","f2l_my99y","ticket_jojqm"
"event:648154","9bu","call_x1tt8","chat_2e7n9","ext_vg0h8","f2l_xn2bm",""
"event:384250","pww","","chat_xwyvh","ext_0hf6a","","ticket_8qxlk"
"event:847067","bb5","","chat_g38ko","","f2l_g7f8l",""
"event:740592","ca1","call_ccqv2","chat_luthy","ext_7zer4","",""
"event:423342","odt","","chat_cjajs","ext_oovs1","","ticket_fc4rz"
"event:744174","o0f","","chat_gelr6","","","ticket_9syl4"
"event:461121","72z","call_jq5oo","chat_arze4","","","ticket_mz1c6"
"event:236873","wdv","call_o4tjd","chat_tu7zv","","","ticket_k7cl7"
"event:313380","3m6","","chat_ku3ru","ext_snijn","f2l_s8v2v","ticket_kmwxd"
"event:483713","06b","","chat_icd8a","ext_teikt","f2l_9x3tt",""
"event:925063","hrg","call_zh9p6","chat_n7ih4","ext_y61am","f2l_z1ccq","ticket_wkv55"
"event:893358","bfl","","chat_nk4nu","ext_gnbg4","f2l_p7hv0","ticket_0zkvu"
"event:877695","93s","call_xcfo5","chat_x8vb5","","f2l_04yxu","ticket_3kygs"
"event:971000","r1e","call_3swl7","chat_piffb","ext_qb9ex","f2l_43tqc",""
"event:799185","71c","call_o1fx1","chat_b4w56","","","ticket_2klw0"
"event:570792","m19","call_jwkix","chat_lnu3b","ext_tkph6","f2l_biwsr","ticket_25njw"
"event:807436","h4q","","","ext_bd6dt","f2l_4v38w",""
"event:879976","leu","call_mbz7k","chat_z5e7k","","","ticket_c98pj"
"event:260178","33e","","","ext_hgqdm","f2l_d0qya","ticket_7bxvi"
"event:54667","9y1","","chat_ktmv4","ext_a6upx","f2l_2u5xt","ticket_8p8c2"
"event:284095","1nn","call_7582z","chat_1wol2","","f2l_8ktqq","ticket_ftwsj"
"event:89603","wyu","call_buiu1","","ext_u9iap","f2l_8whff",""
"event:383145","x6t","call_ntiuj","chat_6vc6o","ext_mtvci","f2l_flw9p",""
"event:740095","ld5","call_8rpkh","chat_qd0fn","ext_w7x6t","f2l_1waiq","ticket_63lv9"
"event:839963","dn2","","chat_ceg35","ext_lkyq1","f2l_t8ce8","ticket_b85oq"
"event:659804","87y","","","ext_mz7gj","",""
"event:791139","4tu","call_cw2l0","","ext_ikfcj","f2l_2nq7z",""
"event:237237","2v1","","chat_zcgsn","","","ticket_xl9uj"
"event:640223","xf1","call_yj73c","chat_leaof","ext_hpsfb","f2l_556y4","ticket_hlpdf"
"event:535426","vs1","call_wef3l","chat_800dr","ext_1u6f7","f2l_2x6nj","ticket_ckrgd"
"event:511213","mtu","","chat_h4egf","ext_p0bd6","f2l_7b2ie",""
"event:742068","emf","","","ext_ls3zb","f2l_a7ety",""
"event:508149","z8l","call_xtfs4","chat_xhaz5","","f2l_k6tpm","ticket_i6c64"
"event:206839","cpn","","chat_554vc","ext_pc0p7","",""
"event:276190","qwg","call_rpisg","chat_gn2mm","ext_jr2af","f2l_ajloh",""
"event:255262","tjy","","chat_royx9","","f2l_5ubq1",""
"event:587990","s5t","call_z4zwu","chat_3epus","","","ticket_5w2ps"
"event:830732","5hj","call_30ip0","chat_p4dub","ext_ikavx","f2l_moonv","ticket_1ivxv"
"event:507164","1fz","","chat_bnsl2","","f2l_myywg","ticket_wyalp"
"event:281583","obd","call_ky25t","","","f2l_f7pmt",""
"event:774057","koi","","chat_dsa87","ext_k0eok","",""
"event:591752","yj9","call_rslwb","chat_zlm11","ext_qgdr5","f2l_i3ezw",""
"event:824936","a1a","call_jck3c","","ext_vuzpd","f2l_m9e9x","ticket_p1uts"
"event:297501","kgp","call_ne05b","","ext_y3tmx","f2l_gvrv5","ticket_gz1z7"
"event:430085","p3p","call_t13k7","chat_884a1","","",""
"event:969583","kod","call_5v69b","","","f2l_ffkiq","ticket_nb4mm"
"event:376884","lob","","","ext_g5ech","f2l_qed2l",""
"event:96783","o52","call_dtuxv","chat_b6vrb","ext_ube4y","f2l_n0cvd",""
"event:849807","brd","call_lqpvx","chat_j2wew","ext_fuowb","",""
"event:335525","i2y","call_aou8w","chat_jpnii","ext_3d8vb","f2l_511gh",""
"event:695754","kd3","","chat_5h5gl","","",""
"event:81411","b69","","chat_vege7","ext_ljfa3","","ticket_qevrd"
"event:926672","05e","","chat_wl6ty","ext_0468o","f2l_vv0g5",""
"event:113384","ubx","","chat_37qh2","ext_5usuf","f2l_5r938",""
"event:736124","rtu","call_ybigy","chat_grovk","ext_wrvbn","",""
"event:372466","2v0","","chat_2m8c0","ext_pm5tz","","ticket_u61mv"
"event:825356","6g8","call_ia8fc","chat_d7gy5","ext_wbhy7","f2l_dwmom","ticket_m35bd"
"event:570041","ys6","","chat_qcl2q","ext_9y9w9","","ticket_221b3"
"event:453464","h06","call_0om4k","chat_tkwta","","","ticket_vrgme"
"event:265597","pnm","call_99xwj","chat_k8ase","ext_qcxj8","f2l_rt8qn","ticket_iop5o"
"event:408960","4ss","call_ru7ar","","ext_vydcu","f2l_3owce","ticket_9cav9"
"event:453822","9hf","call_bq9bm","chat_xezdf","ext_n3hkk","","ticket_o4a0a"
"event:206927","4n0","call_jesc6","chat_3egvw","ext_18zx1","","ticket_ono8n"
"event:54163","q7b","call_gfids","chat_0fjcs","","f2l_n9ve5",""
"event:432467","qi9","call_nalsb","","ext_vbjgf","f2l_kdfm5",""
"event:564113","v2y","call_2nk22","","ext_id6b0","",""
"event:704144","0tr","call_yf1kl","chat_c6zcx","ext_w6sm1","f2l_wk2ct","ticket_zqwbl"
"event:663638","rdx","","chat_t661b","","","ticket_uael6"
"event:871754","0ta","call_pv6mj","chat_lp65h","","f2l_m5hph","ticket_wgwdc"
"event:778560","kll","call_s5an4","","ext_lqj85","f2l_y88mm","ticket_gyjcl"
"event:140090","5m6","","","ext_ow4mg","f2l_958xp",""
"event:824002","6tr","call_pmsjp","chat_f4gf2","","f2l_w1pya","ticket_mxvlu"
"event:567126","jq9","","chat_x5ogq","ext_daurm","f2l_39m26","ticket_kzu6u"
"event:374035","ory","","chat_dlxp4","ext_qxmwx","","ticket_8fmne"
"event:175446","ohp","","chat_g0at4","ext_2x3qm","f2l_l5ujr","ticket_r7jv9"
"event:921022","g6o","call_8hslm","chat_2yg4n","ext_6j4j2","f2l_c9ri7","ticket_e4i9h"
"event:149824","51w","call_or6bj","chat_ttsvb","ext_7xfkt","f2l_lwskr","ticket_bnfen"
"event:509170","7zq","call_q3a3f","chat_b8370","ext_gcajj","f2l_f5ys9",""
"event:263910","vjw","","chat_13fka","ext_owm08","f2l_djnge",""
"event:52486","q26","call_y9xe7","chat_w0qrw","ext_ww1rl","f2l_b2i0g","ticket_6zm7x"
"event:523417","zre","","chat_qpn4u","ext_7gs1d","","ticket_ah8pg"
"event:271553","4lt","call_e8hnx","","ext_2lzss","f2l_9rcqm","ticket_53mvp"
"event:446285","q6c","call_v1atk","chat_eqigt","","f2l_gniud","ticket_lvljz"
"event:539586","7hj","call_34a1m","","ext_zw1rd","f2l_ib78l","ticket_of8xx"
